ID,literal,Meanings
2409,府,"['borough', 'urban prefecture', 'govt office', 'representative body', 'storehouse']"
2410,怖,"['dreadful', 'be frightened', 'fearful']"
2411,扶,"['aid', 'help', 'assist']"
2412,敷,"['spread', 'pave', 'sit', 'promulgate']"
2413,斧,"['ax', 'hatchet']"
2414,普,"['universal', 'wide(ly)', 'generally', 'Prussia']"
2415,浮,"['floating', 'float', 'rise to surface']"
2416,父,['father']
2417,符,"['token', 'sign', 'mark', 'tally', 'charm']"
2418,腐,"['rot', 'decay', 'sour']"
2419,膚,"['skin', 'body', 'grain', 'texture', 'disposition']"
2420,芙,"['lotus', 'Mt Fuji']"
2421,譜,"['musical score', 'music', 'note', 'staff', 'table', 'genealogy']"
2422,負,"['defeat', 'negative', '-', 'minus', 'bear', 'owe', 'assume a responsibility']"
2423,賦,"['levy', 'ode', 'prose', 'poem', 'tribute', 'installment']"
2424,赴,"['proceed', 'get', 'become', 'tend']"
2425,阜,"['hill', 'mound', 'left village radical (no. 170)']"
2426,附,"['affixed', 'attach', 'refer to', 'append']"
2427,侮,"['scorn', 'despise', 'make light of', 'contempt']"
2428,撫,"['stroke', 'pat', 'smooth down']"
2429,武,"['warrior', 'military', 'chivalry', 'arms']"
2430,舞,"['dance', 'flit', 'circle', 'wheel']"
2431,葡,"['wild grape', 'Portugal']"
2432,蕪,['turnip']
2433,部,"['section', 'bureau', 'dept', 'class', 'copy', 'part', 'portion', 'counter for copies of a newspaper or magazine']"
2434,封,"['seal', 'closing']"
2435,楓,['maple']
2436,風,"['wind', 'air', 'style', 'manner']"
2437,葺,"['thatch', 'cover', 'shingle', 'tile']"
2438,蕗,"['butterbur', 'bog rhubarb']"
2439,伏,"['prostrated', 'bend down', 'bow', 'cover', 'lay (pipes)']"
2440,副,"['vice-', 'assistant', 'aide', 'duplicate', 'copy']"
2441,復,"['restore', 'return to', 'revert', 'resume']"
2442,幅,"['hanging scroll', 'width']"
2443,服,"['clothing', 'admit', 'obey', 'discharge']"
2444,福,"['blessing', 'fortune', 'luck', 'wealth']"
2445,腹,"['abdomen', 'belly', 'stomach']"
2446,複,"['duplicate', 'double', 'compound', 'multiple']"
2447,覆,"['capsize', 'cover', 'shade', 'mantle', 'be ruined']"
2448,淵,"['abyss', 'edge', 'deep pool', 'the depths']"
2449,弗,['dollar']
2450,払,"['pay', 'clear out', 'prune', 'banish', 'dispose of']"
2451,沸,"['seethe', 'boil', 'ferment', 'uproar', 'breed']"
2452,仏,"['Buddha', 'the dead', 'France']"
2453,物,"['thing', 'object', 'matter']"
2454,鮒,['carp']
2455,分,"['part', 'minute of time', 'segment', 'share', 'degree', ""one's lot"", 'duty', 'understand', 'know', 'rate', '1%', 'chances', 'shaku/100']"
2456,吻,['proboscis']
2457,噴,"['erupt', 'spout', 'emit', 'flush out']"
2458,墳,"['tomb', 'mound']"
2459,憤,"['aroused', 'resent', 'be indignant', 'anger']"
2460,扮,"['impersonate', 'dress up', 'disguise', 'thin shingles']"
2461,焚,"['burn', 'kindle', 'build a fire', 'boil', 'cook']"
2462,奮,"['stirred up', 'be invigorated', 'flourish']"
2463,粉,"['flour', 'powder', 'dust']"
2464,糞,"['shit', 'feces', 'excrement']"
2465,紛,"['distract', 'be mistaken for', 'go astray', 'divert']"
2466,雰,"['atmosphere', 'fog']"
2467,文,"['sentence', 'literature', 'style', 'art', 'decoration', 'figures', 'plan', 'literary radical (no. 67)']"
2468,聞,"['hear', 'ask', 'listen']"
2469,丙,"['third class', '3rd', '3rd calendar sign']"
2470,併,"['join', 'get together', 'unite', 'collective']"
2471,兵,"['soldier', 'private', 'troops', 'army', 'warfare', 'strategy', 'tactics']"
2472,塀,"['fence', 'wall', '(kokuji)']"
2473,幣,"['cash', 'bad habit', 'humble prefix', 'gift', 'Shinto offerings of cloth', 'rope', 'cut paper']"
2474,平,"['even', 'flat', 'peace']"
2475,弊,"['abuse', 'evil', 'vice', 'breakage']"
2476,柄,"['design', 'pattern', 'build', 'nature', 'character', 'handle', 'crank', 'grip', 'knob', 'shaft']"
2477,並,"['row', 'and', 'besides', 'as well as', 'line up', 'rank with', 'rival', 'equal']"
2478,蔽,"['cover', 'shade', 'mantle', 'capsize', 'be ruined']"
2479,閉,"['closed', 'shut']"
2480,陛,"['highness', 'steps (of throne)']"
2481,米,"['rice', 'USA', 'metre']"
2482,頁,"['page', 'leaf']"
2483,僻,"['prejudice', 'bias', 'rural area']"
2484,壁,"['wall', 'lining (stomach)', 'fence']"
2485,癖,"['mannerism', 'habit', 'vice', 'trait', 'fault', 'kink']"
2486,碧,"['blue', 'green']"
2487,別,"['separate', 'branch off', 'diverge', 'fork', 'another', 'extra', 'specially']"
2488,瞥,['glance at']
2489,蔑,"['ignore', 'despise', 'neglect', 'ridicule']"
2490,箆,"['spatula', 'arrow shaft']"
2491,偏,"['partial', 'side', 'left-side radical', 'inclining', 'biased']"
2492,変,"['unusual', 'change', 'strange']"
2493,片,"['one-sided', 'leaf', 'sheet', 'right-side kata radical (no. 91)']"
2494,篇,"['volume', 'chapter', 'book', 'editing', 'compilation']"
2495,編,"['compilation', 'knit', 'plait', 'braid', 'twist', 'editing', 'completed poem', 'part of a book']"
2496,辺,"['environs', 'boundary', 'border', 'vicinity']"
2497,返,"['return', 'answer', 'fade', 'repay']"
2498,遍,"['everywhere', 'times', 'widely', 'generally']"
2499,便,"['convenience', 'facility', 'excrement', 'feces', 'letter', 'chance']"
2500,勉,"['exertion', 'endeavour', 'encourage', 'strive', 'make effort', 'diligent']"
2501,娩,['bear (children)']
2502,弁,"['valve', 'petal', 'braid', 'speech', 'dialect', 'discrimination', 'dispose of', 'distinguish', 'conical cap']"
2503,鞭,"['whip', 'rod', 'counter for whippings']"
2504,保,"['protect', 'guarantee', 'keep', 'preserve', 'sustain', 'support']"
2505,舗,"['shop', 'store', 'pave']"
2506,鋪,"['shop', 'store']"
2507,圃,"['garden', 'field']"
2508,捕,"['catch', 'capture']"
2509,歩,"['walk', 'counter for steps']"
2510,甫,"['for the first time', 'not until']"
2511,補,"['supplement', 'supply', 'make good', 'offset', 'compensate', 'assistant', 'learner']"
2512,輔,['help']
2513,穂,"['ear', 'ear (grain)', 'head', 'crest (wave)']"
2514,募,"['recruit', 'campaign', 'gather (contributions)', 'enlist', 'grow violent']"
2515,墓,"['grave', 'tomb']"
2516,慕,"['pining', 'yearn for', 'love dearly', 'adore']"
2517,戊,['5th calendar sign']
2518,暮,"['evening', 'twilight', ""season's end"", 'livelihood', 'make a living', 'spend time']"
2519,母,['mother']
2520,簿,"['register', 'record book']"
2521,菩,"['kind of grass', 'sacred tree']"
2522,倣,"['emulate', 'imitate']"
2523,俸,"['stipend', 'salary']"
2524,包,"['wrap', 'pack up', 'cover', 'conceal']"
2525,呆,"['be amazed', 'disgusted', 'shocked']"
2526,報,"['report', 'news', 'reward', 'retribution']"
2527,奉,"['observance', 'offer', 'present', 'dedicate']"
2528,宝,"['treasure', 'wealth', 'valuables']"
2529,峰,"['summit', 'peak']"
2530,峯,"['peak', 'summit']"
2531,崩,"['crumble', 'die', 'demolish', 'level']"
2532,庖,['kitchen']
2533,抱,"['embrace', 'hug', 'hold in arms']"
2534,捧,"['lift up', 'give', 'offer', 'consecrate', 'sacrifice', 'dedicate']"
2535,放,"['set free', 'release', 'fire', 'shoot', 'emit', 'banish', 'liberate']"
2536,方,"['direction', 'person', 'alternative']"
2537,朋,"['companion', 'friend']"
2538,法,"['method', 'law', 'rule', 'principle', 'model', 'system']"
2539,泡,"['bubbles', 'foam', 'suds', 'froth']"
2540,烹,"['boil', 'cook']"
2541,砲,"['cannon', 'gun']"
2542,縫,"['sew', 'stitch', 'embroider']"
2543,胞,"['placenta', 'sac', 'sheath']"
2544,芳,"['perfume', 'balmy', 'favorable', 'fragrant']"
2545,萌,"['show symptoms of', 'sprout', 'bud', 'malt']"
2546,蓬,"['sagebrush', 'wormwood', 'mugwort']"
2547,蜂,"['bee', 'wasp', 'hornet']"
2548,褒,"['praise', 'extol']"
2549,訪,"['call on', 'visit', 'look up', 'offer sympathy']"
2550,豊,"['bountiful', 'excellent', 'rich']"
2551,邦,"['home country', 'country', 'Japan']"
2552,鋒,"['dagger', ""sword's point"", 'festival car', 'float']"
2553,飽,"['sated', 'tired of', 'bored', 'satiate']"
2554,鳳,['male mythical bird']
2555,鵬,['phoenix']
2556,乏,"['destitution', 'scarce', 'limited']"
2557,亡,"['deceased', 'the late', 'dying', 'perish']"
2558,傍,"['bystander', 'side', 'besides', 'while', 'nearby', 'third person']"
2559,剖,['divide']
2560,坊,"['boy', ""priest's residence"", 'priest']"
2561,妨,"['disturb', 'prevent', 'hamper', 'obstruct']"
2562,帽,"['cap', 'headgear']"
2563,忘,['forget']
2564,忙,"['busy', 'occupied', 'restless']"
2565,房,"['tassel', 'tuft', 'fringe', 'bunch', 'lock (hair)', 'segment (orange)', 'house', 'room']"
2566,暴,"['outburst', 'rave', 'fret', 'force', 'violence', 'cruelty', 'outrage']"
2567,望,"['ambition', 'full moon', 'hope', 'desire', 'aspire to', 'expect']"
2568,某,"['so-and-so', 'one', 'a certain', 'that person']"
2569,棒,"['rod', 'stick', 'cane', 'pole', 'club', 'line']"
2570,冒,"['risk', 'face', 'defy', 'dare', 'damage', 'assume (a name)']"
2571,紡,['spinning']
2572,肪,"['obese', 'fat']"
2573,膨,"['swell', 'get fat', 'thick']"
2574,謀,"['conspire', 'cheat', 'impose on', 'plan', 'devise', 'scheme', 'have in mind', 'deceive']"
2575,貌,"['form', 'appearance', 'countenance']"
2576,貿,"['trade', 'exchange']"
2577,鉾,"['halberd', 'arms', 'festival float']"
2578,防,"['ward off', 'defend', 'protect', 'resist']"
2579,吠,"['bark', 'howl', 'cry']"
2580,頬,"['cheeks', 'jaw']"
2581,北,['north']
2582,僕,"['me', 'I (male)', 'servant', 'manservant']"
2583,卜,"['divining', 'fortune-telling', 'divination or katakana to radical (no. 25)']"
2584,墨,"['black ink', 'India ink', 'ink stick', 'Mexico']"
2585,撲,"['slap', 'strike', 'hit', 'beat', 'tell', 'speak']"
2586,朴,"['crude', 'simple', 'plain', 'docile']"
2587,牧,"['breed', 'care for', 'shepherd', 'feed', 'pasture']"
2588,睦,"['intimate', 'friendly', 'harmonious']"
2589,穆,"['respectful', 'mild', 'beautiful']"
2590,釦,['button']
2591,勃,"['suddenness', 'rise']"
2592,没,"['drown', 'sink', 'hide', 'fall into', 'disappear', 'die']"
2593,殆,"['almost', 'quite', 'really']"
2594,堀,"['ditch', 'moat', 'canal']"
2595,幌,"['canopy', 'awning', 'hood', 'curtain']"
2596,奔,"['run', 'bustle']"
2597,本,"['book', 'present', 'main', 'origin', 'true', 'real', 'counter for long cylindrical things']"
2598,翻,"['flip', 'turn over', 'wave', 'flutter', 'change (mind)']"
2599,凡,"['commonplace', 'ordinary', 'mediocre']"
2600,盆,"['basin', 'lantern festival', 'tray']"
2601,摩,"['chafe', 'rub', 'polish', 'grind', 'scrape']"
2602,磨,"['grind', 'polish', 'scour', 'improve', 'brush (teeth)']"
2603,魔,"['witch', 'demon', 'evil spirit']"
2604,麻,"['hemp', 'flax', 'numb']"
2605,埋,"['bury', 'be filled up', 'embedded']"
2606,妹,['younger sister']
2607,昧,"['dark', 'foolish']"
2608,枚,"['sheet of...', 'counter for flat thin objects or sheets']"
2609,毎,['every']
2610,哩,['mile']
2611,槙,"['twig', 'ornamental evergreen']"
2612,幕,"['curtain', 'bunting', 'act of play']"
2613,膜,['membrane']
2614,枕,['pillow']
2615,鮪,['tuna']
2616,柾,"['straight grain', 'spindle tree', '(kokuji)']"
2617,鱒,['salmon trout']
2618,桝,"['measuring box', '(kokuji)']"
2619,亦,"['also', 'again']"
2620,俣,"['crotch', 'thigh', 'groin', 'fork', 'junction', '(kokuji)']"
2621,又,"['or again', 'furthermore', 'on the other hand']"
2622,抹,"['rub', 'paint', 'erase']"
2623,末,"['end', 'close', 'tip', 'powder', 'posterity']"
2624,沫,"['splash', 'suds']"
2625,迄,"['until', 'up to', 'as far as', 'to the extent']"
2626,侭,"['as it is', 'because']"
2627,繭,['cocoon']
2628,麿,"['I', 'you', '(kokuji)']"
2629,万,"['ten thousand', '10,000']"
2630,慢,"['ridicule', 'laziness']"
2631,満,"['full', 'fullness', 'enough', 'satisfy']"
2632,漫,"['cartoon', 'involuntarily', 'unrestrained', 'in spite of oneself', 'corrupt']"
2633,蔓,"['vine', 'tendril', 'influence', 'connections', 'good offices', 'spread', 'sprawl', 'thrive', 'rampant', 'powerful']"
2634,味,"['flavor', 'taste']"
2635,未,"['un-', 'not yet', 'hitherto', 'still', 'even now', 'sign of the ram', '1-3PM', 'eighth sign of Chinese zodiac']"
2636,魅,"['fascination', 'charm', 'bewitch']"
2637,巳,"['sign of the snake or serpent', '9-11AM', 'sixth sign of Chinese zodiac']"
2638,箕,['winnowing']
2639,岬,"['headland', 'cape', 'spit', 'promontory']"
2640,密,"['secrecy', 'density (pop)', 'minuteness', 'carefulness']"
2641,蜜,"['honey', 'nectar', 'molasses']"
2642,湊,"['port', 'harbor']"
2643,蓑,['straw raincoat']
2644,稔,"['harvest', 'ripen']"
2645,脈,"['vein', 'pulse', 'hope']"
2646,妙,"['exquisite', 'strange', 'queer', 'mystery', 'miracle', 'excellent', 'delicate', 'charming']"
2647,粍,"['millimeter', '(kokuji)']"
2648,民,"['people', 'nation', 'subjects']"
2649,眠,"['sleep', 'die', 'sleepy']"
2650,務,"['task', 'duties']"
2651,夢,"['dream', 'vision', 'illusion']"
2652,無,"['nothingness', 'none', ""ain't"", 'nothing', 'nil', 'not']"
2653,牟,"['pupil (eye)', 'moo (cow sound)']"
2654,矛,"['halberd', 'arms', 'festival float']"
2655,霧,"['fog', 'mist']"
2656,鵡,['cockatoo']
2657,椋,"['type of deciduous tree', 'grey starling']"
2658,婿,"['bridegroom', 'son-in-law']"
2659,娘,"['daughter', 'girl']"
2660,冥,['dark']
2661,名,"['name', 'noted', 'distinguished', 'reputation']"
2662,命,"['fate', 'command', 'decree', 'destiny', 'life', 'appoint']"
2663,明,"['bright', 'light']"
2664,盟,"['alliance', 'oath']"
2665,迷,"['astray', 'be perplexed', 'in doubt', 'lost', 'err', 'illusion']"
2666,銘,"['inscription', 'signature (of artisan)']"
2667,鳴,"['chirp', 'cry', 'bark', 'sound', 'ring', 'echo', 'honk']"
2668,姪,['niece']
2669,牝,['female']
2670,滅,"['destroy', 'ruin', 'overthrow', 'perish']"
2671,免,"['excuse', 'dismissal']"
2672,棉,['cotton']
2673,綿,['cotton']
2674,緬,"['fine thread', 'Burma']"
2675,面,"['mask', 'face', 'features', 'surface']"
2676,麺,"['noodles', 'wheat flour']"
2677,摸,"['search', 'imitate', 'copy']"
2678,模,"['imitation', 'copy', 'mock']"
2679,茂,"['overgrown', 'grow thick', 'be luxuriant']"
2680,妄,"['delusion', 'unnecessarily', 'without authority', 'reckless']"
2681,孟,"['chief', 'beginning']"
2682,毛,"['fur', 'hair', 'feather', 'down']"
2683,猛,"['fierce', 'rave', 'rush', 'become furious', 'wildness', 'strength']"
2684,盲,"['blind', 'blind man', 'ignoramus']"
2685,網,"['netting', 'network']"
2686,耗,['decrease']
2687,蒙,"['ignorance', 'darkness', 'get', 'receive', 'be subjected to', 'sustain', 'Mongolia']"
2688,儲,"['be profitable', 'yield profit']"
2689,木,"['tree', 'wood']"
2690,黙,"['silence', 'become silent', 'stop speaking', 'leave as is']"
2691,目,"['eye', 'class', 'look', 'insight', 'experience', 'care', 'favor']"
2692,杢,"['woodworker', '(kokuji)']"
2693,勿,"['not', 'must not', 'do not', 'be not']"
2694,餅,['mochi rice cake']
2695,尤,"['reasonable', 'just', 'natural', 'superb', 'outstanding', 'plausible']"
2696,戻,"['re-', 'return', 'revert', 'resume', 'restore', 'go backwards']"
2697,籾,"['unhulled rice', '(kokuji)']"
2698,貰,"['get', 'have', 'obtain']"
2699,問,"['question', 'ask', 'problem']"
2700,悶,"['be in agony', 'worry']"
2701,紋,"['family crest', 'figures']"
2702,門,"['gate', 'counter for cannons']"
2703,匁,"['monme', '3.75 grams', '(kokuji)']"
2704,也,['to be (classical)']
2705,冶,"['melting', 'smelting']"
2706,夜,"['night', 'evening']"
2707,爺,"['old man', 'grampa']"
2708,耶,['question mark']
2709,野,"['plains', 'field', 'rustic', 'civilian life']"
2710,弥,"['all the more', 'increasingly']"
2711,矢,"['dart', 'arrow']"
2712,厄,"['unlucky', 'misfortune', 'bad luck', 'disaster']"
2713,役,"['duty', 'war', 'campaign', 'drafted labor', 'office', 'service', 'role']"
2714,約,"['promise', 'approximately', 'shrink']"
2715,薬,"['medicine', 'chemical', 'enamel', 'gunpowder', 'benefit']"
2716,訳,"['translate', 'reason', 'circumstance', 'case']"
2717,躍,"['leap', 'dance', 'skip']"
2718,靖,['peaceful']
2719,柳,['willow']
2720,薮,"['thicket', 'bush', 'underbrush', 'grove']"
2721,鑓,"['spear', 'javelin', '(kokuji)']"
2722,愉,"['pleasure', 'happy', 'rejoice']"
2723,愈,"['be superior', 'heal', 'more and more', 'increasingly', 'finally', 'beyond doubt']"
2724,油,"['oil', 'fat']"
2725,癒,"['healing', 'cure', 'quench (thirst)', 'wreak']"
2726,諭,"['rebuke', 'admonish', 'charge', 'warn', 'persuade']"
2727,輸,"['transport', 'send', 'be inferior']"
2728,唯,"['solely', 'only', 'merely', 'simply']"
2729,佑,"['help', 'assist']"
2730,優,"['tenderness', 'excel', 'surpass', 'actor', 'superiority', 'gentleness']"
2731,勇,"['courage', 'cheer up', 'be in high spirits', 'bravery', 'heroism']"
2732,友,['friend']
2733,宥,"['soothe', 'calm', 'pacify']"
2734,幽,"['seclude', 'confine to a room', 'deep', 'profound', 'secluded', 'faint', 'dark', 'tranquil', 'calm']"
2735,悠,"['permanence', 'distant', 'long time', 'leisure']"
2736,憂,"['melancholy', 'grieve', 'lament', 'be anxious', 'sad', 'unhappy']"
2737,揖,"['bow with arms folded', 'come together', 'assemble']"
2738,有,"['possess', 'have', 'exist', 'happen', 'occur', 'approx']"
2739,柚,['citron']
2740,湧,"['boil', 'ferment', 'seethe', 'uproar', 'breed']"
2741,涌,"['boil', 'ferment', 'seethe', 'uproar', 'breed']"
2742,猶,"['furthermore', 'still', 'yet']"
2743,猷,"['plan', 'scheme', 'plot', 'way']"
2744,由,"['wherefore', 'a reason']"
2745,祐,['help']
2746,裕,"['abundant', 'rich', 'fertile']"
2747,誘,"['entice', 'lead', 'tempt', 'invite', 'ask', 'call for', 'seduce', 'allure']"
2748,遊,['play']
2749,邑,"['village', 'rural community', 'right village radical (no. 163)']"
2750,郵,"['mail', 'stagecoach stop']"
2751,雄,"['masculine', 'male', 'hero', 'leader', 'superiority', 'excellence']"
2752,融,"['dissolve', 'melt']"
2753,夕,['evening']
2754,予,"['beforehand', 'previous', 'myself', 'I']"
2755,余,"['too much', 'myself', 'surplus', 'other', 'remainder']"
2756,与,"['bestow', 'participate in', 'give', 'award', 'impart', 'provide', 'cause', 'gift', 'godsend']"
2757,誉,"['reputation', 'praise', 'honor', 'glory']"
2758,輿,"['palanquin', 'bier', 'public opinion', 'the earth']"
2759,預,"['deposit', 'custody', 'leave with', 'entrust to']"
2760,傭,"['employ', 'hire']"
2761,幼,"['infancy', 'childhood']"
2762,妖,"['attractive', 'bewitching', 'calamity']"
2763,容,"['contain', 'form', 'looks']"
2764,庸,"['commonplace', 'ordinary', 'employment']"
2765,揚,"['raise', 'elevate', 'hoist', 'praise', 'extol', 'fry in deep fat']"
2766,揺,"['swing', 'shake', 'sway', 'rock', 'tremble', 'vibrate']"
2767,擁,"['hug', 'embrace', 'possess', 'protect', 'lead']"
2768,曜,['weekday']
2769,楊,['willow']
2770,様,"['Esq.', 'way', 'manner', 'situation', 'polite suffix']"
2771,洋,"['ocean', 'sea', 'foreign', 'Western style']"
2772,溶,"['melt', 'dissolve', 'thaw']"
2773,熔,"['fuse', 'melt']"
2774,用,"['utilize', 'business', 'service', 'use', 'employ']"
2775,窯,"['kiln', 'oven', 'furnace']"
2776,羊,['sheep']
2777,耀,"['shine', 'sparkle', 'gleam', 'twinkle']"
